swim	progressive	progressive	progressive	yüzmemekte miyim?	yüzmemekte misin?	yüzmemekte mi?	yüzmemekte miyiz?	yüzmemekte misiniz?	yüzmemekteler mi?
swim	necessitative	necessitative	necessitative	yüzmemeli miyim?	yüzmemeli misin?	yüzmemeli mi?	yüzmemeli miyiz?	yüzmemeli misiniz?	yüzmemeliler mi?
walk	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
walk									
walk	infinitive	infinitive	infinitive	yürümek	yürümek	yürümek	yürümek	yürümek	yürümek
walk	impersonal participle	imperfective	imperfective	yürüyen	yürüyen	yürüyen	yürüyen	yürüyen	yürüyen
walk	impersonal participle	perfective	perfective	yürümüş	yürümüş	yürümüş	yürümüş	yürümüş	yürümüş
walk	impersonal participle	prospective	prospective	yürüyecek	yürüyecek	yürüyecek	yürüyecek	yürüyecek	yürüyecek
walk	personal participle	non-prospective	non-prospective	yürüdüğüm	yürüdüğün	yürüdüğü	yürüdüğümüz	yürüdüğünüz	yürüdükleri
walk	personal participle	prospective	prospective	yürüyeceğim	yürüyeceğin	yürüyeceği	yürüyeceğimiz	yürüyeceğiniz	yürüyecekleri
walk	verbal noun	verbal noun	verbal noun	yürüme	yürüme	yürüme	yürüme	yürüme	yürüme
walk	way of doing	way of doing	way of doing	yürüyüş	yürüyüş	yürüyüş	yürüyüş	yürüyüş	yürüyüş
walk				singular	singular	singular	plural	plural	plural
walk				1st person	2nd person	3rd person	1st person	2nd person	3rd person
walk				ben	sen	o	biz	siz	onlar
walk	indicative	present	aorist	yürürüm	yürürsün	yürür	yürürüz	yürürsünüz	yürürler
walk	indicative	present	imperfective	yürüyorum	yürüyorsun	yürüyor	yürüyoruz	yürüyorsunuz	yürüyorlar
walk	indicative	past	perfective	yürüdüm	yürüdün	yürüdü	yürüdük	yürüdünüz	yürüdüler
walk	indicative	past	imperfective	yürüyordum	yürüyordun	yürüyordu	yürüyorduk	yürüyordunuz	yürüyorlardı
walk	indicative	future	future	yürüyeceğim	yürüyeceksin	yürüyecek	yürüyeceğiz	yürüyeceksiniz	yürüyecekler
walk	inferential	perfective	perfective	yürümişim	yürümişsin	yürümiş	yürümişiz	yürümişsiniz	yürümişler
walk	inferential	aorist	aorist	yürürmişim	yürürmişsin	yürürmiş	yürürmişiz	yürürmişsiniz	yürürmişler
walk	inferential	imperfective	imperfective	yürüyormuşum	yürüyormuşsun	yürüyormuş	yürüyormuşuz	yürüyormuşsunuz	yürüyormuşlar
walk	conditional	simple	simple	yürüsem	yürüsen	yürüse	yürüsek	yürüseniz	yürüseler
walk	conditional	perfective	perfective	yürüseydim	yürüseydin	yürüseydi	yürüseydik	yürüseydiniz	yürüseydiler
walk	optative	optative	optative	yürüyeyim	yürüyesin	yürüye	yürüyelim	yürüyesiniz	yürüyeler
walk	progressive	progressive	progressive	yürümekteyim	yürümektesin	yürümekte	yürümekteyiz	yürümektesiniz	yürümekteler
walk	necessitative	necessitative	necessitative	yürümeliyim	yürümelisin	yürümeli	yürümeliyiz	yürümelisiniz	yürümeliler
walk	imperative	imperative	imperative		yürü	yürüsün		yürüyün	yürüsünler
walk									
walk	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
walk									
walk				singular	singular	singular	plural	plural	plural
walk				1st person	2nd person	3rd person	1st person	2nd person	3rd person
walk				ben	sen	o	biz	siz	onlar
walk	indicative	present	aorist	yürür müyüm?	yürür müsün?	yürür mü?	yürür müyüz?	yürür müsünüz?	yürürler mi?
walk	indicative	present	imperfective	yürüyor muyum?	yürüyor musun?	yürüyor mu?	yürüyor muyuz?	yürüyor musunuz?	yürüyorlar mı?
walk	indicative	past	perfective	yürüdüm mü?	yürüdün mü?	yürüdü mü?	yürüdük mü?	yürüdünüz mü?	yürüdüler mü?
walk	indicative	past	imperfective	yürüyor muydum?	yürüyor muydun?	yürüyor muydu?	yürüyor muyduk?	yürüyor muydunuz?	yürüyorlar mıydı?
walk	indicative	future	future	yürüyecek miyim?	yürüyecek misin?	yürüyecek mi?	yürüyecek miyiz?	yürüyecek misiniz?	yürüyecekler mi?
walk	inferential	perfective	perfective	yürümiş miyim?	yürümiş misin?	yürümiş mi?	yürümiş miyiz?	yürümiş misiniz?	yürümişler mi?
walk	inferential	aorist	aorist	yürür müymişüm?	yürür müymişsün?	yürür müymiş?	yürür müymişüz?	yürür müymişsünüz?	yürürler miymiş?
walk	inferential	imperfective	imperfective	yürüyor muymuşum?	yürüyor muymuşsun?	yürüyor muymuş?	yürüyor muymuşuz?	yürüyor muymuşsunuz?	yürüyorlar mıymış?
walk	conditional	simple	simple	yürüsem mi?	yürüsen mi?	yürüse mi?	yürüsek mi?	yürüseniz mi?	yürüseler mi?
walk	conditional	perfective	perfective	yürüse miydim?	yürüse miydin?	yürüse miydi?	yürüse miydik?	yürüse miydiniz?	yürüseler miydi?
walk	progressive	progressive	progressive	yürümekte miyim?	yürümekte misin?	yürümekte mi?	yürümekte miyiz?	yürümekte misiniz?	yürümekteler mi?
walk	necessitative	necessitative	necessitative	yürümeli miyim?	yürümeli misin?	yürümeli mi?	yürümeli miyiz?	yürümeli misiniz?	yürümeliler mi?
walk									
walk	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
walk									
walk	infinitive	infinitive	infinitive	yürümemek	yürümemek	yürümemek	yürümemek	yürümemek	yürümemek
walk	impersonal participle	imperfective	imperfective	yürümeyen	yürümeyen	yürümeyen	yürümeyen	yürümeyen	yürümeyen
walk	impersonal participle	perfective	perfective	yürümemiş	yürümemiş	yürümemiş	yürümemiş	yürümemiş	yürümemiş
walk	impersonal participle	prospective	prospective	yürümeyecek	yürümeyecek	yürümeyecek	yürümeyecek	yürümeyecek	yürümeyecek
walk	personal participle	non-prospective	non-prospective	yürümediğim	yürümediğin	yürümediği	yürümediğimiz	yürümediğiniz	yürümedikleri
walk	personal participle	prospective	prospective	yürümeyeceğim	yürümeyeceğin	yürümeyeceği	yürümeyeceğimiz	yürümeyeceğiniz	yürümeyecekleri
walk	verbal noun	verbal noun	verbal noun	yürümeme	yürümeme	yürümeme	yürümeme	yürümeme	yürümeme
walk	way of doing	way of doing	way of doing	yürümeyüş	yürümeyüş	yürümeyüş	yürümeyüş	yürümeyüş	yürümeyüş
walk				singular	singular	singular	plural	plural	plural
walk				1st person	2nd person	3rd person	1st person	2nd person	3rd person
walk				ben	sen	o	biz	siz	onlar
walk	indicative	present	aorist	yürümem	yürümezsin	yürümez	yürümeyiz	yürümezsiniz	yürümezler
walk	indicative	present	imperfective	yürümüyorum	yürümüyorsun	yürümüyor	yürümüyoruz	yürümüyorsunuz	yürümüyorlar
walk	indicative	past	perfective	yürümedim	yürümedin	yürümedi	yürümedik	yürümediniz	yürümediler
walk	indicative	past	imperfective	yürümüyordum	yürümüyordun	yürümüyordu	yürümüyorduk	yürümüyordunuz	yürümüyordular
walk	indicative	future	future	yürümeyeceğim	yürümeyeceksin	yürümeyecek	yürümeyeceğiz	yürümeyeceksiniz	yürümeyecekler
walk	inferential	perfective	perfective	yürümemişim	yürümemişsin	yürümemiş	yürümemişiz	yürümemişsiniz	yürümemişler
walk	inferential	aorist	aorist	yürümezmişim	yürümezmişsin	yürümezmiş	yürümezmişiz	yürümezmişsiniz	yürümezmişler
walk	inferential	imperfective	imperfective	yürümüyormuşum	yürümüyormuşsun	yürümüyormuş	yürümüyormuşuz	yürümüyormuşsunuz	yürümüyormuşlar
walk	conditional	simple	simple	yürümesem	yürümesen	yürümese	yürümesek	yürümeseniz	yürümeseler
walk	conditional	perfective	perfective	yürümeseydim	yürümeseydin	yürümeseydi	yürümeseydik	yürümeseydiniz	yürümeseydiler
walk	optative	optative	optative	yürümeyeyim	yürümeyesin	yürümeye	yürümeyelim	yürümeyesiniz	yürümeyeler
walk	progressive	progressive	progressive	yürümemekteyim	yürümemektesin	yürümemekte	yürümemekteyiz	yürümemektesiniz	yürümemekteler
walk	necessitative	necessitative	necessitative	yürümemeliyim	yürümemelisin	yürümemeli	yürümemeliyiz	yürümemelisiniz	yürümemeliler
walk	imperative	imperative	imperative		yürüme	yürümesin		yürümeyin	yürümesinler
walk									
walk	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
walk									
walk				singular	singular	singular	plural	plural	plural
walk				1st person	2nd person	3rd person	1st person	2nd person	3rd person
walk				ben	sen	o	biz	siz	onlar
walk	indicative	present	aorist	yürümez miyim?	yürümez misin?	yürümez mi?	yürümez miyiz?	yürümez misiniz?	yürümezler mi?
walk	indicative	present	imperfective	yürümüyor muyum?	yürümüyor musun?	yürümüyor mu?	yürümüyor muyuz?	yürümüyor musunuz?	yürümüyorlar mı?
walk	indicative	past	perfective	yürümedim mi?	yürümedin mi?	yürümedi mi?	yürümedik mi?	yürümediniz mi?	yürümediler mi?
walk	indicative	past	imperfective	yürümüyor muydum?	yürümüyor muydun?	yürümüyor muydu?	yürümüyor muyduk?	yürümüyor muydunuz?	yürümüyorlar mıydı?
walk	indicative	future	future	yürümeyecek miyim?	yürümeyecek misin?	yürümeyecek mi?	yürümeyecek miyiz?	yürümeyecek misiniz?	yürümeyecekler mi?
walk	inferential	perfective	perfective	yürümemiş miyim?	yürümemiş misin?	yürümemiş mi?	yürümemiş miyiz?	yürümemiş misiniz?	yürümemişler mi?
walk	inferential	aorist	aorist	yürümez miymişim?	yürümez miymişsin?	yürümez miymiş?	yürümez miymişiz?	yürümez miymişsiniz?	yürümezler miymiş?
walk	inferential	imperfective	imperfective	yürümüyor muymuşum?	yürümüyor muymuşsun?	yürümüyor muymuş?	yürümüyor muymuşuz?	yürümüyor muymuşsunuz?	yürümüyorlar mıymış?
walk	conditional	simple	simple	yürümesem mi?	yürümesen mi?	yürümese mi?	yürümesek mi?	yürümeseniz mi?	yürümeseler mi?
walk	conditional	perfective	perfective	yürümese miydim?	yürümese miydin?	yürümese miydi?	yürümese miydik?	yürümese miydiniz?	yürümeseler miydi?
walk	progressive	progressive	progressive	yürümemekte miyim?	yürümemekte misin?	yürümemekte mi?	yürümemekte miyiz?	yürümemekte misiniz?	yürümemekteler mi?
walk	necessitative	necessitative	necessitative	yürümemeli miyim?	yürümemeli misin?	yürümemeli mi?	yürümemeli miyiz?	yürümemeli misiniz?	yürümemeliler mi?
watch	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
watch									
watch	infinitive	infinitive	infinitive	seyretmek	seyretmek	seyretmek	seyretmek	seyretmek	seyretmek
watch	impersonal participle	imperfective	imperfective	seyreden	seyreden	seyreden	seyreden	seyreden	seyreden
watch	impersonal participle	perfective	perfective	seyretmiş	seyretmiş	seyretmiş	seyretmiş	seyretmiş	seyretmiş
watch	impersonal participle	prospective	prospective	seyredecek	seyredecek	seyredecek	seyredecek	seyredecek	seyredecek
watch	personal participle	non-prospective	non-prospective	seyrettiğim	seyrettiğin	seyrettiği	seyrettiğimiz	seyrettiğiniz	seyrettikleri
watch	personal participle	prospective	prospective	seyredeceğim	seyredeceğin	seyredeceği	seyredeceğimiz	seyredeceğiniz	seyredecekleri
watch	verbal noun	verbal noun	verbal noun	seyretme	seyretme	seyretme	seyretme	seyretme	seyretme
watch	way of doing	way of doing	way of doing	seyrediş	seyrediş	seyrediş	seyrediş	seyrediş	seyrediş
watch				singular	singular	singular	plural	plural	plural
watch				1st person	2nd person	3rd person	1st person	2nd person	3rd person
watch				ben	sen	o	biz	siz	onlar
watch	indicative	present	aorist	seyrederim	seyredersin	seyreder	seyrederiz	seyredersiniz	seyrederler
watch	indicative	present	imperfective	seyrediyorum	seyrediyorsun	seyrediyor	seyrediyoruz	seyrediyorsunuz	seyrediyorlar
watch	indicative	past	perfective	seyrettim	seyrettin	seyretti	seyrettik	seyrettiniz	seyrettiler
watch	indicative	past	imperfective	seyrediyordum	seyrediyordun	seyrediyordu	seyrediyorduk	seyrediyordunuz	seyrediyorlardı (or seyrediyordular)
watch	indicative	future	future	seyredeceğim	seyredeceksin	seyredecek	seyredeceğiz	seyredeceksiniz	seyredecekler
watch	inferential	perfective	perfective	seyretmişim	seyretmişsin	seyretmiş	seyretmişiz	seyretmişsiniz	seyretmişler
watch	inferential	aorist	aorist	seyredermişim	seyredermişsin	seyredermiş	seyredermişiz	seyredermişsiniz	seyrederlermiş (or seyredermişlar)
watch	inferential	imperfective	imperfective	seyrediyormuşum	seyrediyormuşsun	seyrediyormuş	seyrediyormuşuz	seyrediyormuşsunuz	seyrediyorlarmış
watch	conditional	simple	simple	seyretsem	seyretsen	seyretse	seyretsek	seyretseniz	seyretseler
watch	conditional	perfective	perfective	seyretseydim	seyretseydin	seyretseydi	seyretseydik	seyretseydiniz	seyretseydiler
watch	optative	optative	optative	seyredeyim	seyredesin	seyrede	seyredelim	seyredesiniz	seyredeler
watch	progressive	progressive	progressive	seyretmekteyim	seyretmektesin	seyretmekte	seyretmekteyiz	seyretmektesiniz	seyretmekteler
watch	necessitative	necessitative	necessitative	seyretmeliyim	seyretmelisin	seyretmeli	seyretmeliyiz	seyretmelisiniz	seyretmeliler
watch	imperative	imperative	imperative		seyret	seyretsin		seyredin (or seyrediniz)	seyretsinler
watch									
watch	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
watch									
watch				singular	singular	singular	plural	plural	plural
watch				1st person	2nd person	3rd person	1st person	2nd person	3rd person
watch				ben	sen	o	biz	siz	onlar
watch	indicative	present	aorist	seyreder miyim?	seyreder misin?	seyreder mi?	seyreder miyiz?	seyreder misiniz?	seyrederler mi?
watch	indicative	present	imperfective	seyrediyor muyum?	seyrediyor musun?	seyrediyor mu?	seyrediyor muyuz?	seyrediyor musunuz?	seyrediyorlar mı?
watch	indicative	past	perfective	seyrettim mi?	seyrettin mi?	seyretti mi?	seyrettik mi?	seyrettiniz mi?	seyrettiler mi?
watch	indicative	past	imperfective	seyrediyor muydum?	seyrediyor muydun?	seyrediyor muydu?	seyrediyor muyduk?	seyrediyor muydunuz?	seyrediyorlar mıydı?
watch	indicative	future	future	seyredecek miyim?	seyredecek misin?	seyredecek mi?	seyredecek miyiz?	seyredecek misiniz?	seyredecekler mi?
watch	inferential	perfective	perfective	seyretmiş miyim?	seyretmiş misin?	seyretmiş mi?	seyretmiş miyiz?	seyretmiş misiniz?	seyretmişler mi?
watch	inferential	aorist	aorist	seyreder miymişim?	seyreder miymişsin?	seyreder miymiş?	seyreder miymişiz?	seyreder miymişsiniz?	seyrederler miymiş?
watch	inferential	imperfective	imperfective	seyrediyor muymuşum?	seyrediyor muymuşsun?	seyrediyor muymuş?	seyrediyor muymuşuz?	seyrediyor muymuşsunuz?	seyrediyorlar mıymış?
watch	conditional	simple	simple	seyretsem mi?	seyretsen mi?	seyretse mi?	seyretsek mi?	seyretseniz mi?	seyretseler mi?
watch	conditional	perfective	perfective	seyretse miydim?	seyretse miydin?	seyretse miydi?	seyretse miydik?	seyretse miydiniz?	seyretseler miydi?
watch	progressive	progressive	progressive	seyretmektemiyim?	seyretmekte misin?	seyretmekte mi?	seyretmekte miyiz?	seyretmekte misiniz?	seyretmekteler mi?
watch	necessitative	necessitative	necessitative	seyretmelimiyim?	seyretmeli misin?	seyretmeli mi?	seyretmeli miyiz?	seyretmeli misiniz?	seyretmeliler mi?
watch									
watch	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
watch									
watch	infinitive	infinitive	infinitive	seyretmemek	seyretmemek	seyretmemek	seyretmemek	seyretmemek	seyretmemek
watch	impersonal participle	imperfective	imperfective	seyretmeyen	seyretmeyen	seyretmeyen	seyretmeyen	seyretmeyen	seyretmeyen
watch	impersonal participle	perfective	perfective	seyretmemiş	seyretmemiş	seyretmemiş	seyretmemiş	seyretmemiş	seyretmemiş
watch	impersonal participle	prospective	prospective	seyretmeyecek	seyretmeyecek	seyretmeyecek	seyretmeyecek	seyretmeyecek	seyretmeyecek
watch	personal participle	non-prospective	non-prospective	seyretmediğim	seyretmediğin	seyretmediği	seyretmediğimiz	seyretmediğiniz	seyretmedikleri
watch	personal participle	prospective	prospective	seyretmeyeceğim	seyretmeyeceğin	seyretmeyeceği	seyretmeyeceğimiz	seyretmeyeceğiniz	seyretmeyecekleri
watch	verbal noun	verbal noun	verbal noun	seyretmeme	seyretmeme	seyretmeme	seyretmeme	seyretmeme	seyretmeme
watch	way of doing	way of doing	way of doing	seyretmeyiş	seyretmeyiş	seyretmeyiş	seyretmeyiş	seyretmeyiş	seyretmeyiş
watch				singular	singular	singular	plural	plural	plural
watch				1st person	2nd person	3rd person	1st person	2nd person	3rd person
watch				ben	sen	o	biz	siz	onlar
watch	indicative	present	aorist	seyretmem	seyretmezsin	seyretmez	seyretmeyiz	seyretmezsiniz	seyretmezler
watch	indicative	present	imperfective	seyretmiyorum	seyretmiyorsun	seyretmiyor	seyretmiyoruz	seyretmiyorsunuz	seyretmiyorlar
watch	indicative	past	perfective	seyretmedim	seyretmedin	seyretmedi	seyretmedik	seyretmediniz	seyretmediler
watch	indicative	past	imperfective	seyretmiyordum	seyretmiyordun	seyretmiyordu	seyretmiyorduk	seyretmiyordunuz	seyretmiyorlardı
watch	indicative	future	future	seyretmeyeceğim	seyretmeyeceksin	seyretmeyecek	seyretmeyeceğiz	seyretmeyeceksiniz	seyretmeyecekler
watch	inferential	perfective	perfective	seyretmemişim	seyretmemişsin	seyretmemiş	seyretmemişiz	seyretmemişsiniz	seyretmemişler
watch	inferential	aorist	aorist	seyretmezmişim	seyretmezmişsin	seyretmezmiş	seyretmezmişiz	seyretmezmişsiniz	seyretmezlermiş
watch	inferential	imperfective	imperfective	seyretmiyormuşum	seyretmiyormuşsun	seyretmiyormuş	seyretmiyormuşuz	seyretmiyormuşsunuz	seyretmiyorlarmış
watch	conditional	simple	simple	seyretmesem	seyretmesen	seyretmese	seyretmesek	seyretmeseniz	seyretmeseler
watch	conditional	perfective	perfective	seyretmeseydim	seyretmeseydin	seyretmeseydi	seyretmeseydik	seyretmeseydiniz	seyretmeseydiler
watch	optative	optative	optative	seyretmeyeyim	seyretmeyesin	seyretmeye	seyretmeyelim	seyretmeyesiniz	seyretmeyeler
watch	progressive	progressive	progressive	seyretmemekteyim	seyretmemektesin	seyretmemekte	seyretmemekteyiz	seyretmemektesiniz	seyretmemekteler
watch	necessitative	necessitative	necessitative	seyretmemeliyim	seyretmemelisin	seyretmemeli	seyretmemeliyiz	seyretmemelisiniz	seyretmemeliler
watch	imperative	imperative	imperative		seyretme	seyretmesin		seyretmeyin (or seyretmeyiniz)	seyretmesinler
watch									
watch	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
watch									
watch				singular	singular	singular	plural	plural	plural
watch				1st person	2nd person	3rd person	1st person	2nd person	3rd person
watch				ben	sen	o	biz	siz	onlar
watch	indicative	present	aorist	seyretmez miyim?	seyretmez misin?	seyretmez mi?	seyretmez miyiz?	seyretmez misiniz?	seyretmezler mi?
watch	indicative	present	imperfective	seyretmiyor muyum?	seyretmiyor musun?	seyretmiyor mu?	seyretmiyor muyuz?	seyretmiyor musunuz?	seyretmiyorlar mı?
watch	indicative	past	perfective	seyretmedim mi?	seyretmedin mi?	seyretmedi mi?	seyretmedik mi?	seyretmediniz mi?	seyretmediler mi?
watch	indicative	past	imperfective	seyretmiyor muydum?	seyretmiyor muydun?	seyretmiyor muydu?	seyretmiyor muyduk?	seyretmiyor muydunuz?	seyretmiyorlar mıydı?
watch	indicative	future	future	seyretmeyecek miyim?	seyretmeyecek misin?	seyretmeyecek mi?	seyretmeyecek miyiz?	seyretmeyecek misiniz?	seyretmeyecekler mi?
watch	inferential	perfective	perfective	seyretmemiş miyim?	seyretmemiş misin?	seyretmemiş mi?	seyretmemiş miyiz?	seyretmemiş misiniz?	seyretmemişler mi?
watch	inferential	aorist	aorist	seyretmez miymişim?	seyretmez miymişsin?	seyretmez mimiş?	seyretmez miymişiz?	seyretmez miymişsiniz?	seyretmezler miymiş?
watch	inferential	imperfective	imperfective	seyretmiyor muymuşum?	seyretmiyor muymuşsun?	seyretmiyor muymuş?	seyretmiyor muymuşuz?	seyretmiyor muymuşsunuz?	seyretmiyorlar mıymış?
watch	conditional	simple	simple	seyretmesem mi?	seyretmesen mi?	seyretmese mi?	seyretmesek mi?	seyretmeseniz mi?	seyretmeseler mi?
watch	conditional	perfective	perfective	seyretmese miydim?	seyretmese miydin?	seyretmese miydi?	seyretmese miydik?	seyretmese miydiniz?	seyretmeseler miydi?
watch	progressive	progressive	progressive	seyretmemekte miyim?	seyretmemekte misin?	seyretmemekte mi?	seyretmemekte miyiz?	seyretmemekte misiniz?	seyretmemekteler mi?
watch	necessitative	necessitative	necessitative	seyretmemeli miyim?	seyretmemeli misin?	seyretmemeli mi?	seyretmemeli miyiz?	seyretmemeli misiniz?	seyretmemeliler mi?
work	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
work									
work	infinitive	infinitive	infinitive	çalışmak	çalışmak	çalışmak	çalışmak	çalışmak	çalışmak
work	impersonal participle	imperfective	imperfective	çalışan	çalışan	çalışan	çalışan	çalışan	çalışan
work	impersonal participle	perfective	perfective	çalışmış	çalışmış	çalışmış	çalışmış	çalışmış	çalışmış
work	impersonal participle	prospective	prospective	çalışacak	çalışacak	çalışacak	çalışacak	çalışacak	çalışacak
work	personal participle	non-prospective	non-prospective	çalıştığım	çalıştığın	çalıştığı	çalıştığımız	çalıştığınız	çalıştıkları
work	personal participle	prospective	prospective	çalışacağım	çalışacağın	çalışacağı	çalışacağımız	çalışacağınız	çalışacakları
work	verbal noun	verbal noun	verbal noun	çalışma	çalışma	çalışma	çalışma	çalışma	çalışma
work	way of doing	way of doing	way of doing	çalışış	çalışış	çalışış	çalışış	çalışış	çalışış
work				singular	singular	singular	plural	plural	plural
work				1st person	2nd person	3rd person	1st person	2nd person	3rd person
work				ben	sen	o	biz	siz	onlar
work	indicative	present	aorist	çalışırım	çalışırsın	çalışır	çalışırız	çalışırsınız	çalışırlar
work	indicative	present	imperfective	çalışıyorum	çalışıyorsun	çalışıyor	çalışıyoruz	çalışıyorsunuz	çalışıyorlar
work	indicative	past	perfective	çalıştım	çalıştın	çalıştı	çalıştık	çalıştınız	çalıştılar
work	indicative	past	imperfective	çalışıyordum	çalışıyordun	çalışıyordu	çalışıyorduk	çalışıyordunuz	çalışıyorlardı (or çalışıyordular)
work	indicative	future	future	çalışacağım	çalışacaksın	çalışacak	çalışacağız	çalışacaksınız	çalışacaklar
work	inferential	perfective	perfective	çalışmışım	çalışmışsın	çalışmış	çalışmışız	çalışmışsınız	çalışmışlar
work	inferential	aorist	aorist	çalışırmışım	çalışırmışsın	çalışırmış	çalışırmışız	çalışırmışsınız	çalışırlarmış (or çalışırmışlar)
work	inferential	imperfective	imperfective	çalışıyormuşum	çalışıyormuşsun	çalışıyormuş	çalışıyormuşuz	çalışıyormuşsunuz	çalışıyorlarmış
work	conditional	simple	simple	çalışsam	çalışsan	çalışsa	çalışsak	çalışsanız	çalışsalar
work	conditional	perfective	perfective	çalışsaydım	çalışsaydın	çalışsaydı	çalışsaydık	çalışsaydınız	çalışsaydılar
work	optative	optative	optative	çalışayım	çalışasın	çalışa	çalışalım	çalışasınız	çalışalar
work	progressive	progressive	progressive	çalışmaktayım	çalışmaktasın	çalışmakta	çalışmaktayız	çalışmaktasınız	çalışmaktalar
work	necessitative	necessitative	necessitative	çalışmalıyım	çalışmalısın	çalışmalı	çalışmalıyız	çalışmalısınız	çalışmalılar
work	imperative	imperative	imperative		çalış	çalışsın		çalışın	çalışsınlar
work									
work	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
work									
work				singular	singular	singular	plural	plural	plural
work				1st person	2nd person	3rd person	1st person	2nd person	3rd person
work				ben	sen	o	biz	siz	onlar
work	indicative	present	aorist	çalışır mıyım?	çalışır mısın?	çalışır mı?	çalışır mıyız?	çalışır mısınız?	çalışırlar mı?
work	indicative	present	imperfective	çalışıyor muyum?	çalışıyor musun?	çalışıyor mu?	çalışıyor muyuz?	çalışıyor musunuz?	çalışıyorlar mı?
work	indicative	past	perfective	çalıştım mı?	çalıştın mı?	çalıştı mı?	çalıştık mı?	çalıştınız mı?	çalıştılar mı?
work	indicative	past	imperfective	çalışıyor muydum?	çalışıyor muydun?	çalışıyor muydu?	çalışıyor muyduk?	çalışıyor muydunuz?	çalışıyorlar mıydı?
work	indicative	future	future	çalışacak mıyım?	çalışacak mısın?	çalışacak mı?	çalışacak mıyız?	çalışacak mısınız?	çalışacaklar mı?
work	inferential	perfective	perfective	çalışmış mıyım?	çalışmış mısın?	çalışmış mı?	çalışmış mıyız?	çalışmış mısınız?	çalışmışlar mı?
work	inferential	aorist	aorist	çalışır mıymışım?	çalışır mıymışsın?	çalışır mıymış?	çalışır mıymışız?	çalışır mıymışsınız?	çalışırlar mıymış?
work	inferential	imperfective	imperfective	çalışıyor muymuşum?	çalışıyor muymuşsun?	çalışıyor muymuş?	çalışıyor muymuşuz?	çalışıyor muymuşsunuz?	çalışıyorlar mıymış?
work	conditional	simple	simple	çalışsam mı?	çalışsan mı?	çalışsa mı?	çalışsak mı?	çalışsanız mı?	çalışsalar mı?
work	conditional	perfective	perfective	çalışsa mıydım?	çalışsa mıydın?	çalışsa mıydı?	çalışsa mıydık?	çalışsa mıydınız?	çalışsalar mıydı?
work	progressive	progressive	progressive	çalışmakta mıyım?	çalışmakta mısın?	çalışmakta mı?	çalışmakta mıyız?	çalışmakta mısınız?	çalışmaktalar mı?
work	necessitative	necessitative	necessitative	çalışmalı mıyım?	çalışmalı mısın?	çalışmalı mı?	çalışmalı mıyız?	çalışmalı mısınız?	çalışmalılar mı?
work									
work	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
work									
work	infinitive	infinitive	infinitive	çalışmamak	çalışmamak	çalışmamak	çalışmamak	çalışmamak	çalışmamak
work	impersonal participle	imperfective	imperfective	çalışmayan	çalışmayan	çalışmayan	çalışmayan	çalışmayan	çalışmayan
work	impersonal participle	perfective	perfective	çalışmamış	çalışmamış	çalışmamış	çalışmamış	çalışmamış	çalışmamış
work	impersonal participle	prospective	prospective	çalışmayacak	çalışmayacak	çalışmayacak	çalışmayacak	çalışmayacak	çalışmayacak
work	personal participle	non-prospective	non-prospective	çalışmadığım	çalışmadığın	çalışmadığı	çalışmadığımız	çalışmadığınız	çalışmadıkları
work	personal participle	prospective	prospective	çalışmayacağım	çalışmayacağın	çalışmayacağı	çalışmayacağımız	çalışmayacağınız	çalışmayacakları
work	verbal noun	verbal noun	verbal noun	çalışmama	çalışmama	çalışmama	çalışmama	çalışmama	çalışmama
work	way of doing	way of doing	way of doing	çalışmayış	çalışmayış	çalışmayış	çalışmayış	çalışmayış	çalışmayış
work				singular	singular	singular	plural	plural	plural
work				1st person	2nd person	3rd person	1st person	2nd person	3rd person
work				ben	sen	o	biz	siz	onlar
work	indicative	present	aorist	çalışmam	çalışmazsın	çalışmaz	çalışmayız	çalışmazsınız	çalışmazlar
work	indicative	present	imperfective	çalışmıyorum	çalışmıyorsun	çalışmıyor	çalışmıyoruz	çalışmıyorsunuz	çalışmıyorlar
work	indicative	past	perfective	çalışmadım	çalışmadın	çalışmadı	çalışmadık	çalışmadınız	çalışmadılar
