	Id	English	Part	Common	Northwest	West Central	Graeco Aryan	Eastern	Central
1022	5-390	fork	noun		*ghₐbhl(o/e)hₐ-				
1023	5-391	tongs	noun						
1024	5-410	meal	noun	*dapnom|*tolk(o/e)hₐ-	*pitu	*do ́rkʷ om|measure *deikˆ-|*med-|*me ́h₁ tis			
1025	5-420	breakfast	noun						
1026	5-430	lunch	noun						
1027	5-440	dinner	noun						
1028	5-450	supper	noun						
1029	5-460	peel	verb	*leup-		*lep-			
1030	5-470	sieve|strain	noun		*kreidhrom				
1031	5-480	scrape	verb	*merd-|*red-					
1032	5-490	stir|mix	verb	*menth₂-|*twer-|*kˆerhₓ-|*meikˆ-|*yeuhₓ-					
1033	5-510	bread	noun						
1034	5-530	dough	noun			*(s)teh₂ ist			
1035	5-540	knead	verb						
1036	5-550	meal|flour	noun	*dapnom|*tolk(o/e)hₐ-	*pitu	*do ́rkʷ om|measure *deikˆ-|*med-|*me ́h₁ tis			
1037	5-560	crush|grind	verb	*mer-|*pis-|*(s)tergˆh-|*weld-|*wes-|*h₄ el-|*melh₂-|*peis-|*weld-|*wes-		*ghrendh-			
1038	5-570	mill	noun						
1039	5-580	mortar	noun						
1040	5-590	pestle	noun						
1041	5-610	meat	noun	*me ̄ ́(m)s					
1042	5-630	sausage	noun						
1043	5-640	soup|broth	noun	*korm-|*yu ́hₓ s -					
1044	5-650	vegetables	noun						
1045	5-660	bean	noun			*bhₐbhehₐ-|*bhₐkˆ(o ́/e)hₐ-			
1046	5-700	potato	noun						
1047	5-710	fruit	noun	*hₐo ́gehₐ-|*ses(y)o ́-		*h₁ o ́iw(o/e)hₐ-|*sr(e/o)hₐ gs			
1048	5-712	bunch	noun						
1049	5-750	fig	noun						
1050	5-760	grape	noun						
1051	5-770	nut	noun	??*h₂er-o *o ̄	*kneu-	?*h₂er-o *o ̄			
1052	5-780	olive	noun						
1053	5-790	oil	noun	*se ́lpes-|*sme ́ru-					
1054	5-791	grease|fat	noun	*se ́lpes-|*sme ́ru-					
1055	5-810	salt	noun	*sehₐ-(e)l-					
1056	5-820	pepper	noun						
1057	5-821	chili pepper	noun						
1058	5-840	honey	noun	*me ́lit					
1059	5-850	sugar	noun						
1060	5-860	milk	noun	*dhe ́dhh₁ i-|*gˆ(l̥)la ́kt|*hₐ melgˆ-|*ksihₓ ro ́m|*(k)sweid-|*pipihₓ usihₐ|*two ́hₓ r̥					
1061	5-870	milk	noun	*dhe ́dhh₁ i-|*gˆ(l̥)la ́kt|*hₐ melgˆ-|*ksihₓ ro ́m|*(k)sweid-|*pipihₓ usihₐ|*two ́hₓ r̥					
1062	5-880	cheese	noun						
1063	5-890	butter	noun			*h₃ e ́ngʷ n̥			
1064	5-900	beverage|drink	noun	*h₁e ̄gʷ hmi					
1065	5-910	mead	noun	*me ́dhu					
1066	5-920	wine	noun	*wo ́inom					
1067	5-930	beer	noun	*hₐ elut-					
1068	5-940	fermented drink	noun						
1069	5-970	egg	noun	*h₁endro ́s|*hₐ o ̄(w)i-om					
1070	5-971	egg yolk	noun						
1071	6-110	put on clothes	noun						
1072	6-120	clothing|clothes	noun	*drap- ~ *drop-|*wosp(o/e)hₐ-		*ke ́nt(r/n)-			
1073	6-130	tailor	noun						
1074	6-210	cloth	noun	*los-|*p(e)h₂ n(o/e)hₐ-		*bhr̥w-|*lo ̄p-			
1075	6-220	wool	noun	*wl̥h₂nehₐ-					
1076	6-230	linen|flax	noun			*linom			
1077	6-240	cotton	noun						
1078	6-250	silk	noun						
1079	6-270	felt	noun	*peld-		*pildo-			
1080	6-280	fur	noun						
1081	6-290	leather	noun		*letrom				
1082	6-310	spin	verb	*melk-|*(s)pen-					
1083	6-320	spindle	noun						
1084	6-330	weave	verb	*bher-|*h⅔ eu-|*h⅔ webh-|*weg-					
1085	6-340	loom	noun						
1086	6-350	sew	verb	*syuh₁-					
1087	6-360	needle	noun		*skʷe ̄is				
1088	6-370	awl	noun	*hₓo ́lehₐ-					
1089	6-380	thread	noun	*dekˆ-	*p(e/o)thₐmo-	*gʷ hihₓ(slo)-	*gʷ(i)ye ̄hₐ		
1090	6-390	dye	noun				*reg-		
1091	6-410	cloak	noun	*drap- ~ *drop-	*ruk-	*baite ́hₐ-			
1092	6-411	poncho	noun						
1093	6-420	woman's dress	noun						
1094	6-430	coat	noun						
1095	6-440	shirt	noun						
1096	6-450	collar	noun						
1097	6-460	skirt	noun						
1098	6-461	grass-skirt	noun						
1099	6-480	trousers	noun						
1100	6-490	stocking|sock	noun						
1101	6-510	shoe	noun			*kr̥h₁ pı ́s			
1102	6-520	boot	noun						
1103	6-540	shoemaker|cobbler	noun						
1104	6-550	hat|cap	noun						
1105	6-570	belt|girdle	noun		*kerd-				
1106	6-580	glove	noun						
1107	6-590	veil	noun						
1108	6-610	pocket	noun						
1109	6-620	button	noun						
1110	6-630	pin	noun		*dhelg-				
1111	6-710	ornament|adornment	noun						
1112	6-720	jewel	noun						
1113	6-730	ring	noun	*a ̄nos	*nedske ́hₐ-				
1114	6-740	bracelet	noun						
1115	6-750	necklace	noun						
1116	6-760	bead	noun						
1117	6-770	earring	noun						
1118	6-780	headband|headdress	noun				*de ́h₁ mn̥|*pukˆ-		
1119	6-790	tattoo	noun						
1120	6-810	handkerchief|rag	noun						
1121	6-820	towel	noun						
1122	6-910	comb	noun	*kars-|*kes-					
1123	6-920	brush	noun						
1124	6-921	braid	verb	*plekˆ-		*mer-			
1125	6-930	razor	noun				*ksuro ́m		
1126	6-940	ointment	noun						
1127	6-950	soap	noun						
1128	6-960	mirror	noun						
1129	7-110	dwell|live	verb	*h₂wes-|*gʷ eih₃-|*gʷ yeh₃-			*tkˆei-		
1130	7-120	house	noun						
1131	7-130	hut	noun						
1132	7-131	garden-house	noun						
1133	7-140	tent	noun						
1134	7-150	yard|court	noun						
1135	7-160	men's house	noun						
1136	7-170	cookhouse	noun						
1137	7-180	meeting house	noun						
1138	7-210	room	noun	*ket-					
1139	7-220	door|gate	noun	*dhwo ̄ ́r|*dhwo ̄ ́r					
1140	7-221	doorpost|jamb	noun						
1141	7-230	lock	noun						
1142	7-231	latch|door-bolt	noun						
1143	7-240	key	noun						
1144	7-250	window	noun						
1145	7-260	floor	noun	*telhₓ om		*dm̥ pedom			
1146	7-270	wall	noun	*dhı ́gˆhs					
1147	7-310	fireplace	noun						
1148	7-320	stove	noun						
1149	7-330	chimney	noun						
1150	7-370	ladder	noun						
1151	7-420	bed	noun	*le ́ghes-|*ster(h₃)mn̥					
1152	7-421	pillow	noun						
1153	7-422	blanket	noun						
1154	7-430	chair	noun						
1155	7-440	table	noun						
1156	7-450	lamp|torch	noun			*gˆhwa ́ks			
1157	7-460	candle	noun						
1158	7-470	shelf	noun						
1159	7-480	trough	noun	*hₓoldhu-					
1160	7-510	roof	noun	*h₁ rebh-	*kˆro ́pos	*(s)te ́ges-			
1161	7-520	thatch	noun						
1162	7-530	ridgepole	noun						
1163	7-540	rafter	noun						
1164	7-550	beam	noun	*kˆred-		*bhe ́lhₐ gˆs			
1165	7-560	post|pole	noun	*kˆlı ́ts|*mı ́ts|*swer-|*ste ́h₂ ur	*masdos|*perg-|*reh₁t-|*sth₂bh(o/e)hₐ-|*perg-|*reh₁ t-|*tenghs-	*kroku- ~ *kro ́kyehₐ-|*kˆsu ́lom|*(s)teg-|*stl̥nehₐ-|*gˆhₐlghehₐ-|*(s)teg-			*kˆihₓ won-
1166	7-570	board	noun		*ske ́its	*swel- ~ *sel-			
1167	7-580	arch	noun			*kʷ elp-			
1168	7-610	mason	noun						
1169	7-620	brick	noun						
1170	7-630	mortar	noun						
1171	7-640	adobe	noun						
1172	8-110	farmer	noun						
1173	8-120	field	noun	*hₐegˆros|*hₐ e ́rh₃ wr̥					
1174	8-130	garden	noun	*kˆa ̄pos					
1175	8-150	cultivate|till	verb						
1176	8-160	fence	noun	*gho ́rdhos					
1177	8-170	ditch	noun						
1178	8-210	plow	verb						
1179	8-212	furrow	noun		*l(o)isehₐ-|*pr̥ ́kˆehₐ-	*worwos			
1180	8-220	dig	verb						
1181	8-230	spade	noun						
1182	8-240	shovel	noun						
1183	8-250	hoe	noun	*mat-					
1184	8-260	fork	noun		*ghₐbhl(o/e)hₐ-				
1185	8-270	rake	noun	*h¼ek-|*h¼ oke ́tehₐ-|*h₂eh₂er-					
1186	8-310	sow	verb						
1187	8-311	seed	noun		*seh₁ men-				
1188	8-320	mow|reap	verb	*h₂ em-|*h₂ meh₁-	*h₂ met-				
1189	8-330	sickle|scythe	noun	*sr̥p(o/e)hₐ-					
1190	8-340	thresh	verb	*h₂ eh₂ er-|*peis-|*wers-					
1191	8-350	threshing-floor	noun						
1192	8-410	crop|harvest	noun	*kerp-		*h₂ merg-			
1193	8-420	grain	noun	*dr̥hₓwehₐ-|*dhohₓne ́hₐ-|*gˆr̥hₐ no ́m|*h⅔(e)lgˆ(h)-|*meigˆ(h)-|*pro ́kˆsom|*ses(y)o ́-|*ye ́w(e)s|?*h₂ ed-	*pitus	?*h₂ ed-|*melh₂-			
1194	8-430	wheat	noun	*g(a/o)ndh-|*sepit		*puhₓ ro ́s			
1195	8-440	barley	noun	*gˆhre ́sdh(i)|*h₂ e ́lbhit|*meigˆ(h)-|?*h₂ ed-	*bhₐr-es-	*h₂ ed-|*bhₐ ́rs			
1196	8-450	rye	noun	*hₐ e ́rehₐ-	*rughis				
1197	8-460	oats	noun	*hₐewis					
1198	8-470	maize|corn	noun						
1199	8-480	rice	noun						
1200	8-510	grass	noun	*wel-		*kˆoino-			
1201	8-520	hay	noun						
1202	8-530	plant	noun						
1203	8-531	plant	verb						
1204	8-540	root	noun	*a ̄lu-		*wr(hₐ)d-			
1205	8-550	branch	noun	*h₂o ́sdos|*h₄logˆ-|*kˆank-|*kˆo ́h₁ ko ̄h₂	*ghₐbhl(o/e)hₐ-	*gol-|*gʷe ́sdos|*wr̥b-|*wr(hₐ)d-			
1206	8-560	leaf	noun	*bhlhₐ d-		*bho ́liom-			
1207	8-570	flower	noun	*h₂ e ́ndhes-	*bhlohₓ dho-				
1208	8-600	tree	noun	*do ́ru	*kʷ re ́snos|*widhu				
1209	8-610	oak	noun		*pe ́rkʷ				
1210	8-620	beech	noun			*bhehₐ gˆo ́s			
1211	8-630	birch	noun	*bherhₓ gˆos					
1212	8-640	pine	noun	*kˆo ́ss|*pe ́ukˆs	*pr̥k(w)ehₐ-				
1213	8-650	fir	noun	*dhonu-		*hₐebi-			
1214	8-660	acorn	noun	*gʷ elhₐ-					
1215	8-670	vine	noun						
1216	8-680	tobacco	noun						
1217	8-690	smoke	verb	*dhuh₂ mo ́s		*kʷ ap-|*(s)m(e)ug(h)-			
1218	8-691	pipe	noun						
1219	8-720	tree stump	noun						
1220	8-730	tree trunk	noun						
1221	8-740	forked branch	noun						
1222	8-750	bark	noun						
1223	8-760	sap	noun	*sap- ~ *sab-|*sokʷ o ́s					
1224	8-810	palm tree	noun						
1225	8-820	coconut	noun						
1226	8-830	citrus fruit	noun						
1227	8-840	banana tree	noun						
1228	8-850	banyan	noun						
1229	8-910	sweet potato	noun						
1230	8-912	yam	noun						
1231	8-920	tapioca|manioc|cassava	noun						
1232	8-930	gourd	noun						
1233	8-931	pumpkin|squash	noun						
1234	8-940	bamboo	noun						
1235	8-941	sugar cane	noun						
1236	8-960	fish poison	noun						
1237	8-970	nettle	noun			*ned-			
1238	8-980	mushroom	noun						
1239	9-110	do|make	verb	*kon-|*kʷ er-|*yeh₁-|*kon-|*kʷ er-|*yeh₁-					
1240	9-120	work	verb	*hₓ o ́pes-|*wergˆ-		*derhₐ-			
1241	9-140	bend	verb	*bheidh-|*bheug-|*bhedh-|*h₂ enk-|*kamer-|*kleng-|*leng-|*lenk-|*nem-|*weng-|*swe(n)g-		*leug-			
1242	9-150	fold	verb	*pel-					
1243	9-160	tie|bind	verb	*h₂ emgˆh-|*bhendh-|*deh₁-|*dhergˆh-|*kergh-|*yeu-	*nedske ́hₐ-	*mer-			
1244	9-161	untie	verb						
1245	9-180	chain	noun	*wo ́rghs					
1246	9-190	rope|cord	noun						
1247	9-192	knot	noun	*ned-					
1248	9-210	strike|hit|beat	verb	*bhei(hₓ)-|*bher-|*gʷ hen-|*kehₐu-|*kel-|*kreu(-s)-|*per-|*pyek-|*steup-|*wedh-|*wel(h₂)-|*wen-	*bheud-|*bhlagˆ-|*slak-*bheud-	*bhlihₓ gˆ-|*dephₓ-|*gʷ el-|*kelh₁-|*plehₐ (k/g)-	*tkˆen-		
1249	9-211	pound with fist	verb						
1250	9-220	cut	verb	*bher-|*bhrehₓ i-|*bhreu-|*dehₐ(i)-|*del-|*kerd-|*kˆes-|*kʷ er-|*put-|*sek-|*skeh₁i(-d)-|*(s)kel-|*(s)ker-|*twerk-		*gleubh -|*(s)grebh-			
1251	9-221	cut down	verb						
1252	9-222	chop|hew	verb	*kehₐ u-|*kel-					
1253	9-223	stab	verb	*h₁negˆh-		*gʷ el-			
1254	9-230	knife	noun	*h⅔ n̥sis|*kl̥te ̄ ́r|*kˆostrom ~ *kˆosdhrom|*we ̄-					
1255	9-240	scissors|shears	noun						
1256	9-250	ax	noun						
1257	9-251	adze	noun	*h₄edhe ́s-|*tekˆs(o/e)hₐ-					
1258	9-260	break	verb	*bheg-|*bhreu-|*leugˆ-|*reup-	*bhregˆ-	*bhreus-|*h₃ lem-|*plekˆ-|*wreh₁gˆ			
1259	9-261	broken	adjective						
1260	9-270	split	verb	*bheid-|*bher-|*del-|*drep-|*skel-|*wagˆ-					
1261	9-280	tear	verb						
1262	9-290	flay|skin	verb	*der-|*h₁owes-|*ke ́rmen-|*moiso ́s|*(s)kʷe ́hₓ tis|*twe ́ks|*wer-		*pe ́ln-			
1263	9-310	rub|wipe	verb	*bhes-|*kseu-|*merd-		*ter(i)-|*treu(hₓ)-			
1264	9-320	stretch	verb	*h₃ regˆ-|*pet-|*temp-|*ten-	*reigˆ-				
1265	9-330	pull	verb	*deuk-|*dhregˆ-|*h₄ welk-|*selk-|*ten-|*teng(h)-|*ten-s-	*dhregh-	*strenk-			
1266	9-340	spread out	verb	*pethₐ-|*pelhₐ k-|*pleth₂-|*ster-	*klehₐ-				
1267	9-341	hang up	verb						
1268	9-342	press	verb	*menk-|*nak-|*prem-|*pukˆ-	*ma ̄k-|*wreg-	*gem-|*kem-|*treud-	*pisd-		
1269	9-343	squeeze|wring	verb	*bhrak-|*nak-		*gem-			
1270	9-350	pour	verb	*gˆheu-|gʷ yehₐ-|*leh₂-|*seik-	*gˆheud-	*leib-			
1271	9-360	wash	verb	*h₁ erhₓ-|*m(e)uhₓ-|*neigʷ-|*pleu-		*leuh₁-			
1272	9-370	sweep	verb	*swep-					
1273	9-380	broom	noun						
1274	9-422	tool	noun	*kʷ r̥wis					
1275	9-430	carpenter	noun						
1276	9-440	build	verb	*dem(hₐ)-|*dheigˆh-|*kʷ ei-|*kʷ er-					
1277	9-460	bore	verb						
1278	9-461	hollow out	verb	*kˆeu(hₓ)-|*keus-					
1279	9-480	saw	noun						
1280	9-490	hammer	noun						
1281	9-500	nail	noun	*h₃ nogh(w)-					
1282	9-560	glue	noun			*kol-			
1283	9-600	smith|blacksmith	noun						
1284	9-610	forge	noun						
1285	9-620	anvil	noun						
1286	9-630	cast metals	verb						
1287	9-640	gold	noun	*hₐ eusom					
1288	9-650	silver	noun	*h₂ergˆn̥tom	*silVbVr-				
1289	9-660	copper|bronze	noun	*h₁ roudho ́s|*hₐ ey-es-					
1290	9-670	iron	noun						
1291	9-680	lead	noun	*neihₓ-					
1292	9-690	tin|tinplate	noun						
1293	9-710	potter	noun						
1294	9-720	mold	verb						
1295	9-730	clay	noun	*ml̥dh(o/e)hₐ-|*tkʷ reh₁ yot-		*gloiwos			
1296	9-740	glass	noun						
1297	9-750	weave|plait	verb	*bher-|*h⅔ eu-|*h⅔ webh-|*weg-|*kert-|*melk-|*plekˆ-|*resg-|*weg-|*wei(h₁)-					
1298	9-760	basket	noun		*kreb-|*kʷ as-				
1299	9-770	mat	noun						
1300	9-771	rug	noun						
1301	9-780	netbag	noun						
1302	9-790	fan	noun						
1303	9-791	fan	verb						
1304	9-810	carve	verb	*del-|*kerd-					
1305	9-820	sculptor	noun						
1306	9-830	statue	noun						
1307	9-840	chisel	noun						
1308	9-880	paint	noun	*peikˆ-					
1309	9-890	paint	verb	*peikˆ-					
