chapter_id	entry_id	meaning	Proto Polynesian_Phonemic	comment
8	941	sugar cane	*too	PPN; 'Reed' PPN *kaso; *kuta.
8	970	nettle	*salato; *sa-lato	PPN; PPN
9	110	do, make	*fai; *saŋa; *tafu; *saka; *fatu; *mafi	PPN; PPN; PPN; PPN; PPN; PPN
9	120	work	*mafi	PPN
9	140	bend	*fatu; *numi; *noku; *loku; *piko; *pelu; *ŋaofe	PPN; PNP *kopi; kolu; *lipi; PPN; PNP *kopi; kolu; *lipi; PPN; PNP *kopi; kolu; *lipi; PPN; PNP *kopi; kolu; *lipi; PPN; PNP *kopi; kolu; *lipi; PPN; PNP *kopi; kolu; *lipi; PPN; PNP *kopi; kolu; *lipi
9	150	fold	*pelu; *mapelu; *noku; *loku; *kolu; *fatu; *numi; *lipi; *kopi	PPN; PCP *puli'form into ball, shape, f.together, mold'; PPN; PCP *puli'form into ball, shape, f.together, mold'; PPN; PCP *puli'form into ball, shape, f.together, mold'; PPN; PCP *puli'form into ball, shape, f.together, mold'; PPN; PCP *puli'form into ball, shape, f.together, mold'; PPN; PCP *puli'form into ball, shape, f.together, mold'; PPN; PCP *puli'form into ball, shape, f.together, mold'; PPN; PCP *puli'form into ball, shape, f.together, mold'; PPN; PCP *puli'form into ball, shape, f.together, mold'
9	160	tie, bind	*faʔu; *faqu; *fau; *fus-i; *futu; *kawei; *saqi; *saʔi; *lawa; *lilii; *takai	PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka; PPN; PPN *noqa. PNP *lulu; *sumu. PEP *fii-tiki. PCP *moko; *noka
9	161	untie	*tala; wete	PPN; PPN
9	190	rope, cord	*tai; *maea; *afo; *tali; *kalihi; *awe; *makawe; *kaalawa; *fenu	PPN; PNP *kali(f, s)i.; PPN; PNP *kali(f, s)i.; PPN; PNP *kali(f, s)i.; PPN; PNP *kali(f, s)i.; PPN; PNP *kali(f, s)i.; PPN; PNP *kali(f, s)i.; PPN; PNP *kali(f, s)i.; PPN; PNP *kali(f, s)i.; PPN; PNP *kali(f, s)i.
9	192	knot (noun)	*patu; *pona; *puku	PPN; PEP *koʔu. See 'joint, limb'.; PPN; PEP *koʔu. See 'joint, limb'.; PPN; PEP *koʔu. See 'joint, limb'.
9	210	strike (hit, beat)	*paa; *palo; *sau; *sasa; *taa; *tuki	PPN; PPN *fusu; *naapaqa. PNP *kulu; patu. PCP *vucu. PCP *jau. PCP *(bv)acu. PCP *na(a)pa'a'slap'. 'Beat down' kini. 'Tapa beater' ike.; PPN; PPN *fusu; *naapaqa. PNP *kulu; patu. PCP *vucu. PCP *jau. PCP *(bv)acu. PCP *na(a)pa'a'slap'. 'Beat down' kini. 'Tapa beater' ike.; PPN; PPN *fusu; *naapaqa. PNP *kulu; patu. PCP *vucu. PCP *jau. PCP *(bv)acu. PCP *na(a)pa'a'slap'. 'Beat down' kini. 'Tapa beater' ike.; PPN; PPN *fusu; *naapaqa. PNP *kulu; patu. PCP *vucu. PCP *jau. PCP *(bv)acu. PCP *na(a)pa'a'slap'. 'Beat down' kini. 'Tapa beater' ike.; PPN; PPN *fusu; *naapaqa. PNP *kulu; patu. PCP *vucu. PCP *jau. PCP *(bv)acu. PCP *na(a)pa'a'slap'. 'Beat down' kini. 'Tapa beater' ike.; PPN; PPN *fusu; *naapaqa. PNP *kulu; patu. PCP *vucu. PCP *jau. PCP *(bv)acu. PCP *na(a)pa'a'slap'. 'Beat down' kini. 'Tapa beater' ike.
9	211	pound with fist	*palu; *penu	PPN; PPN *moto 'strike with fist'.; PPN; PPN *moto 'strike with fist'.
9	220	cut	*motu; *mutu; *ko-koti; *koti; *sele; *tafa; *tipi; *tope	PPN; PCP *puru.; PPN; PCP *puru.; PPN; PCP *puru.; PPN; PCP *puru.; PPN; PCP *puru.; PPN; PCP *puru.; PPN; PCP *puru.; PPN; PCP *puru.
9	221	cut down	*kini; *tua	PPN; PPN
9	222	chop, hew	*sau; *talai; *tALai; alisi	PPN; 'Pulverized' PPN *fufu; *popo.; PPN; 'Pulverized' PPN *fufu; *popo.; PPN; 'Pulverized' PPN *fufu; *popo.; PPN; 'Pulverized' PPN *fufu; *popo.
9	223	stab	*suki; *soka; *hoka; *humaki; *welo; *pau; *pahu	PPN; PPN *kupu; *fohu; *sulu; *qati; *tomo. PNP *ko(h)o 'piercing instrument'.; PPN; PPN *kupu; *fohu; *sulu; *qati; *tomo. PNP *ko(h)o 'piercing instrument'.; PPN; PPN *kupu; *fohu; *sulu; *qati; *tomo. PNP *ko(h)o 'piercing instrument'.; PPN; PPN *kupu; *fohu; *sulu; *qati; *tomo. PNP *ko(h)o 'piercing instrument'.; PPN; PPN *kupu; *fohu; *sulu; *qati; *tomo. PNP *ko(h)o 'piercing instrument'.; PPN; PPN *kupu; *fohu; *sulu; *qati; *tomo. PNP *ko(h)o 'piercing instrument'.; PPN; PPN *kupu; *fohu; *sulu; *qati; *tomo. PNP *ko(h)o 'piercing instrument'.
9	230	knife	*sele; *kofe; *polo; *mata	PPN; *mata; *ni(i)ao; *nihi is 'cutting edge'.; PPN; *mata; *ni(i)ao; *nihi is 'cutting edge'.; PPN; *mata; *ni(i)ao; *nihi is 'cutting edge'.; PPN; *mata; *ni(i)ao; *nihi is 'cutting edge'.
9	240	scissors, shears	*kuti	PPN; 'To shear' *ko koti; *tefe.
9	250	ax	*matau; *toki; *lipi	PPN; PPN; PPN
9	251	adze	*toki; *alisi	PPN; PNP *(ʔ)a(a)lisi.; PPN; PNP *(ʔ)a(a)lisi.
9	260	break	*koto; *fati; *foa; *tofo; *poka	PPN; 'To burst' *paa.; PPN; 'To burst' *paa.; PPN; 'To burst' *paa.; PPN; 'To burst' *paa.; PPN; 'To burst' *paa.
9	261	broken	*foha	PPN
9	270	split	*fasi; *fasi; *matata; *sana; *kapiti; *kali; *sae	PPN; PCP *kola'split w wedge'. PPN *fasi; *qola'wedge'; PPN; PCP *kola'split w wedge'. PPN *fasi; *qola'wedge'; PPN; PCP *kola'split w wedge'. PPN *fasi; *qola'wedge'; PPN; PCP *kola'split w wedge'. PPN *fasi; *qola'wedge'; PPN; PCP *kola'split w wedge'. PPN *fasi; *qola'wedge'; PPN; PCP *kola'split w wedge'. PPN *fasi; *qola'wedge'; PPN; PCP *kola'split w wedge'. PPN *fasi; *qola'wedge'
9	280	tear	*ewe; *masae; *sae	PPN; PCP *sae-∅.; PPN; PCP *sae-∅.; PPN; PCP *sae-∅.
9	290	flay, skin	*fohi; *sole; *fufu; *hisi; *hoLe	PPN; 'strip off'; PPN; 'strip off'; PPN; 'strip off'; PPN; 'strip off'; PPN; 'strip off'
9	310	rub, wipe	*solo; *olo; *faro; *amo; *mulu; *mili; *kana; *pani	PPN; PPN *qu(hs)i.; PPN; PPN *qu(hs)i.; PPN; PPN *qu(hs)i.; PPN; PPN *qu(hs)i.; PPN; PPN *qu(hs)i.; PPN; PPN *qu(hs)i.; PPN; PPN *qu(hs)i.; PPN; PPN *qu(hs)i.
9	320	stretch	*faloo; *fAloo; *pekapeka	PPN; PPN; PPN
9	340	spread out	*fola; *fola; *fola; *malufa; *mafela; *feLa; *na'a; *'atu; *Laha; *lala	PPN; PPN *kapu 'spread over, surrounded, enveloped'; PPN; PPN *kapu 'spread over, surrounded, enveloped'; PPN; PPN *kapu 'spread over, surrounded, enveloped'; PPN; PPN *kapu 'spread over, surrounded, enveloped'; PPN; PPN *kapu 'spread over, surrounded, enveloped'; PPN; PPN *kapu 'spread over, surrounded, enveloped'; PPN; PPN *kapu 'spread over, surrounded, enveloped'; PPN; PPN *kapu 'spread over, surrounded, enveloped'; PPN; PPN *kapu 'spread over, surrounded, enveloped'; PPN; PPN *kapu 'spread over, surrounded, enveloped'
9	341	hang up	*hili; *safe; *zewa; *Lewa	PPN; PNP *leva; *Lewa; PPN; PNP *leva; *Lewa; PPN; PNP *leva; *Lewa; PPN; PNP *leva; *Lewa
9	342	press	*koko; *lomi; *taʔomi; *ŋatu	PPN; PPN; PPN; PPN
9	343	squeeze, wring	*fota; *kopi; *koko; *kum-aki; *kum-i; *ku kumi; *taqomi; *taʔomi; *lomi	PPN; PNP *ku-kumi. 'To press with hand' *kom-i.; PPN; PNP *ku-kumi. 'To press with hand' *kom-i.; PPN; PNP *ku-kumi. 'To press with hand' *kom-i.; PPN; PNP *ku-kumi. 'To press with hand' *kom-i.; PPN; PNP *ku-kumi. 'To press with hand' *kom-i.; PPN; PNP *ku-kumi. 'To press with hand' *kom-i.; PPN; PNP *ku-kumi. 'To press with hand' *kom-i.; PPN; PNP *ku-kumi. 'To press with hand' *kom-i.; PPN; PNP *ku-kumi. 'To press with hand' *kom-i.
9	350	pour	*liŋi; *pua	PPN; PPN suqi 'dilute'; PPN; PPN suqi 'dilute'
9	360	wash	*soloi; *fano; *fulu; *tafi; *tapi	PPN; 'Rinse' PPN *tafi, *tapi. 'Wash hands' fanofano.; PPN; 'Rinse' PPN *tafi, *tapi. 'Wash hands' fanofano.; PPN; 'Rinse' PPN *tafi, *tapi. 'Wash hands' fanofano.; PPN; 'Rinse' PPN *tafi, *tapi. 'Wash hands' fanofano.; PPN; 'Rinse' PPN *tafi, *tapi. 'Wash hands' fanofano.
9	370	sweep	*tafi	PPN
9	380	broom	*safu	PPN
9	460	bore	*wili; *fao	PPN; PPN
9	461	hollow out	*leke; *poko	PPN; PPN
9	480	saw	*kili	PPN
9	500	nail	*faqo; *titi	PPN; PPN
9	560	glue	*pili; *pulu; *piki; *pia pia	PPN; PPN *pulu 'resin, gum'. Also *lama; ʔama.; PPN; PPN *pulu 'resin, gum'. Also *lama; ʔama.; PPN; PPN *pulu 'resin, gum'. Also *lama; ʔama.; PPN; PPN *pulu 'resin, gum'. Also *lama; ʔama.
9	720	mold (clay etc)	*puŋa	PPN; PPN *puli 'shape, mold'
9	750	weave, plait	*firi; *nino; *tali; taLi	PPN; PPN; PPN; PPN
9	760	basket	*kato; *kete; *lafi	PPN; PPN; PPN
9	770	mat	*fala; *kie; *kiekie; *fatuŋa; ʔepa; *faaliki; *pola	PPN; 'Coconut leaf mat' *tapakau.; PPN; 'Coconut leaf mat' *tapakau.; PPN; 'Coconut leaf mat' *tapakau.; PPN; 'Coconut leaf mat' *tapakau.; PPN; 'Coconut leaf mat' *tapakau.; PPN; 'Coconut leaf mat' *tapakau.; PPN; 'Coconut leaf mat' *tapakau.
9	780	netbag	*taŋa; *tan-a; *kaka; *kete; *puutee; *pute	PPN; 'Mesh of net' mata.; PPN; 'Mesh of net' mata.; PPN; 'Mesh of net' mata.; PPN; 'Mesh of net' mata.; PPN; 'Mesh of net' mata.; PPN; 'Mesh of net' mata.
9	790	fan (noun)	*fue; *pekahi; *taʔili; *taqili; *ili	PPN; PPN; PPN; PPN; PPN
9	810	carve	*talai; *taLai	PPN; PPN
9	830	statue	*afua; *tiki; *ata	PPN; First ex. means 'form, figure, shape'.; PPN; First ex. means 'form, figure, shape'.; PPN; First ex. means 'form, figure, shape'.
9	840	chisel	*toŋi	PPN
9	880	paint (noun)	*pani	PPN
9	890	paint (vb)	*peta; *tosi; *tusi	PPN; PPN; PPN
10	110	move	*firi; *keu; *oni oni	PPN; PNP *koni; neke-neke; PPN; PNP *koni; neke-neke; PPN; PNP *koni; neke-neke
10	120	turn over	*tafuli; *tulki; *sua; *fuli; *fili; *taafiti; *ketu	PPN; PPN; PPN; PPN; PPN; PPN; PPN
10	130	turn around	*liu; *winli; *kaapui; *kapu; *liko; *puni; *taŋa; *faliu; *liu; *fuli; *haŋa; *teka; *fati; *fuli	PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.; PPN; PPN *Vfoli. PEP *poti. PCP *Vvoli.
10	140	wind, wrap	*kapu; *kaapui; *kofu; *a-fo; *afi; *lilii; *Lii; *LiLi; *takai; *pookai; *kope; *punu; *puni	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
10	150	roll	*teka; *fili; *lulu	PPN; PPN; PPN
10	170	twist	*piko; *wili; *miŋi; *lino; *nino; *fenu; *filo; *milo; *kawiri	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
10	210	rise	*eʔa; *eqa; *malaŋa	PPN; PNP *fanake. PEP *(ʔ)araŋa; PPN; PNP *fanake. PEP *(ʔ)araŋa; PPN; PNP *fanake. PEP *(ʔ)araŋa
10	220	raise, lift	*ketu; *liaki; *sapai; *siki; *laŋa; *mašiki; *masiki; *sua; *sili	PPN; 'Lift onto head' *suʔu.; PPN; 'Lift onto head' *suʔu.; PPN; 'Lift onto head' *suʔu.; PPN; 'Lift onto head' *suʔu.; PPN; 'Lift onto head' *suʔu.; PPN; 'Lift onto head' *suʔu.; PPN; 'Lift onto head' *suʔu.; PPN; 'Lift onto head' *suʔu.; PPN; 'Lift onto head' *suʔu.
10	230	fall	*makulu; *siŋa; *opa; *lutu	PPN; PCP *paku(')u'thud, splash, bang, deep noise'.; PPN; PCP *paku(')u'thud, splash, bang, deep noise'.; PPN; PCP *paku(')u'thud, splash, bang, deep noise'.; PPN; PCP *paku(')u'thud, splash, bang, deep noise'.
10	240	drip	*tulu; *zu; *sali	PPN; PPN; PPN
10	250	throw	*maka; *nou; *piu; *fiu; *tili; *tolo; *liaki; *welo	PPN; PPN *fiu'fling'. PNP *tii; *ʔa(a)kili 'throw away'; PPN; PPN *fiu'fling'. PNP *tii; *ʔa(a)kili 'throw away'; PPN; PPN *fiu'fling'. PNP *tii; *ʔa(a)kili 'throw away'; PPN; PPN *fiu'fling'. PNP *tii; *ʔa(a)kili 'throw away'; PPN; PPN *fiu'fling'. PNP *tii; *ʔa(a)kili 'throw away'; PPN; PPN *fiu'fling'. PNP *tii; *ʔa(a)kili 'throw away'; PPN; PPN *fiu'fling'. PNP *tii; *ʔa(a)kili 'throw away'; PPN; PPN *fiu'fling'. PNP *tii; *ʔa(a)kili 'throw away'
10	252	catch (ball)	*sapo	PPN; PCP *sapo'catch'.
10	260	shake	*nini; *oʔi; *oqi; *ŋaue; *natali; *ŋatali; *ŋaaluelue; *lulu; *luluu; *lue; *tete; *mania; *poze; *poLe	PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole; PPN; PNP *pole
10	320	flow	*tafe; *pihi; *sali; *pua	PPN; 'Current, flow' *qau; *ʔau; *'au(s).; PPN; 'Current, flow' *qau; *ʔau; *'au(s).; PPN; 'Current, flow' *qau; *ʔau; *'au(s).; PPN; 'Current, flow' *qau; *ʔau; *'au(s).
10	330	sink	*asu; *lom-aki; *lom-i; *luku; *ŋoto	PPN; PPN; PPN; PPN; PPN
10	340	float	*manu; *maaŋi; *ma-ʔanu; *'anu; *maqanu; *ope; *tere; *uto; *zewa; *Lewa	PPN; PNP *leva.; PPN; PNP *leva.; PPN; PNP *leva.; PPN; PNP *leva.; PPN; PNP *leva.; PPN; PNP *leva.; PPN; PNP *leva.; PPN; PNP *leva.; PPN; PNP *leva.; PPN; PNP *leva.
10	350	swim	*kaukau; *kau	PPN; PPN
10	351	dive	*sopu; *ruku; *luku; *lom-aki; *lom-i	PPN; PCP *jobu.; PPN; PCP *jobu.; PPN; PCP *jobu.; PPN; PCP *jobu.; PPN; PCP *jobu.
10	370	fly (vb)	*lele; *kopa	PPN; 'Flying fish' *maalolo.; PPN; 'Flying fish' *maalolo.
10	380	blow	*ani; *aŋi; *pusi; *pus-i; *pu-pu; *falala; *ifi; *muze; *sawili; *paa	PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.; PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.; PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.; PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.; PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.; PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.; PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.; PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.; PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.; PPN; PPN *muze; *pisi; *pisi-kia 'splash, squirt'; *pusi; PPN *aŋina'blown away'. PCP *pusi. PCP *pu(q)u'raspberry, trumpet'. PCP *pu(')u'make noise by b'. PCP *yaginia'blown away'.
10	410	creep, crawl	*neke neke	PPN
10	420	slide, slip	*solo; *seke	PPN; PPN
10	430	jump, leap	*fiti; *lele; *rei; *Lei; *sopo; *panau; *ʔoso	PPN; PPN; PPN; PPN; PPN; PPN; PPN
10	431	kick	*ʔaka; *qaka; *sake	PPN; PPN; PPN
10	440	dance	*mako; *saka; *sak-a; *sea; *kapa; *huLa	PPN; PPN *meqe. PNP *kapa. PEP *fula; PPN; PPN *meqe. PNP *kapa. PEP *fula; PPN; PPN *meqe. PNP *kapa. PEP *fula; PPN; PPN *meqe. PNP *kapa. PEP *fula; PPN; PPN *meqe. PNP *kapa. PEP *fula; PPN; PPN *meqe. PNP *kapa. PEP *fula
10	450	walk	*laka; *fano; *maliu; *qalu; *lao; *roo; *saqele; *sAʔele; *takafi	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
10	451	limp	*tipa; *luli; *LuLi	PPN; PPN; PPN
10	460	run	*lele; *kifu	PPN; PCP *kiv(iu).; PPN; PCP *kiv(iu).
10	470	go	*fano; *laka; *maliu; *ʔalu; *roo; *saʔele	PPN; PPN; PPN; PPN; PPN; PPN
10	471	go up	*hake; *ato; *fa-nake; *fa-nai	PPN; PPN; PPN; PPN
10	472	climb	*ato; *heke; *hake; *sake; *ake; *kake; *piki; *fanai	PPN; PNP *fa-nake; PPN; PNP *fa-nake; PPN; PNP *fa-nake; PPN; PNP *fa-nake; PPN; PNP *fa-nake; PPN; PNP *fa-nake; PPN; PNP *fa-nake; PPN; PNP *fa-nake
10	473	go down	*solo	PPN
10	480	come	*maliu; *saqu	PPN; PPN
10	481	come back	*foki; *maliu; *fuli	PPN; PPN; PPN
10	490	go away, depart	*masuq; *tuku; *walho	PPN; PNP *fiu'fling'. PCP *(bv)iu'leave, throw away'.; PPN; PNP *fiu'fling'. PCP *(bv)iu'leave, throw away'.; PPN; PNP *fiu'fling'. PCP *(bv)iu'leave, throw away'.
10	491	disappear	*ŋalo; *nimo; *numi	PPN; PEP *numi; PPN; PEP *numi; PPN; PEP *numi
10	510	flee	*roo; *halu; *kalo; *sao; *sola	PPN; PPN *sao 'escaped'. PCP *drō; 'escape, free' *sao. 'Refuge' punaŋa.; PPN; PPN *sao 'escaped'. PCP *drō; 'escape, free' *sao. 'Refuge' punaŋa.; PPN; PPN *sao 'escaped'. PCP *drō; 'escape, free' *sao. 'Refuge' punaŋa.; PPN; PPN *sao 'escaped'. PCP *drō; 'escape, free' *sao. 'Refuge' punaŋa.; PPN; PPN *sao 'escaped'. PCP *drō; 'escape, free' *sao. 'Refuge' punaŋa.
10	520	follow	*ʔalu; *qalu; *fai	PPN; PPN *(q)usi. PNP *fai; PPN; PPN *(q)usi. PNP *fai; PPN; PPN *(q)usi. PNP *fai
10	550	reach, arrive	*hoko; *soko; *tae; *lau	PPN; PPN; PPN; PPN
10	560	approach	*fotu; *ofi ofi	PPN; PPN
10	570	enter	*huru; *ofi-ofi; *tomo; *tama	PPN; PNP *tomo. PSS *sulupa. PCP *curu.; PPN; PNP *tomo. PSS *sulupa. PCP *curu.; PPN; PNP *tomo. PSS *sulupa. PCP *curu.; PPN; PNP *tomo. PSS *sulupa. PCP *curu.
10	610	carry (bear)	*kawe; *ʔavatu; *fafa; *tali; *sapai	PPN; PPN *uta; *fua(t) 'load, cargo'. PNP *sa(a)pa. PCP *(')adi.; PPN; PPN *uta; *fua(t) 'load, cargo'. PNP *sa(a)pa. PCP *(')adi.; PPN; PPN *uta; *fua(t) 'load, cargo'. PNP *sa(a)pa. PCP *(')adi.; PPN; PPN *uta; *fua(t) 'load, cargo'. PNP *sa(a)pa. PCP *(')adi.; PPN; PPN *uta; *fua(t) 'load, cargo'. PNP *sa(a)pa. PCP *(')adi.
10	613	carry-on-shoulder	*fafa; *fua; *ʔamo; *qamo	PPN; PPN *sole; *papa; *fafa'carry on back'; PPN; PPN *sole; *papa; *fafa'carry on back'; PPN; PPN *sole; *papa; *fafa'carry on back'; PPN; PPN *sole; *papa; *fafa'carry on back'
10	630	send	*fekau	PPN; 'Message, report'.
10	640	lead (vb)	*taki; *ala	PPN; PPN
10	650	drive	*folau	PPN; 'Sea travel'.
10	670	push, shove	*keu; *tule; *take; *pau; *pahu	PPN; PPN *tule(kq)i; *tono. PEP tute 'push away'. PCP *tono'poke'; *tule.; PPN; PPN *tule(kq)i; *tono. PEP tute 'push away'. PCP *tono'poke'; *tule.; PPN; PPN *tule(kq)i; *tono. PEP tute 'push away'. PCP *tono'poke'; *tule.; PPN; PPN *tule(kq)i; *tono. PEP tute 'push away'. PCP *tono'poke'; *tule.; PPN; PPN *tule(kq)i; *tono. PEP tute 'push away'. PCP *tono'poke'; *tule.
10	720	path	*hala; *hala; *sala; *te-a	PPN; 'To make path' *foa.; PPN; 'To make path' *foa.; PPN; 'To make path' *foa.; PPN; 'To make path' *foa.
10	740	bridge	*te-a	PPN
10	810	ship	*pola	PPN
10	830	boat	*waka; *vaka; *folau	PPN; 'Craft, sea-going' fouzua.; PPN; 'Craft, sea-going' fouzua.; PPN; 'Craft, sea-going' fouzua.
10	831	canoe	*waka	PPN; PPN *katea '(canoe)side opposite outrigger'. 'Canoe shed' *folau.
10	832	outrigger	*ama; *hama; *sama	PPN; PPN; PPN
10	840	raft	*kiato	PPN
10	850	oar	ʔalo	PPN; PPN *sua 'scull'
10	851	paddle (noun)	*fohe; *qalo	PPN; PPN *paki'ornamental paddle'.; PPN; PPN *paki'ornamental paddle'.
10	852	row (vb)	*qalo	PPN
10	860	rudder	*uli	PPN
10	870	mast	*tila; *fanaa	PPN; PPN
10	880	sail (noun)	*laa; *tere	PPN; PPN
10	910	harbor, port	*taulaŋa	PPN
11	110	have	*fai	PPN
11	120	own, possess	*no	PPN; Possessive particle *to(o); *na(a); *nA; *tO; *n(i).
11	130	take	*toʔo; *toqo; *saru; *lilo; *lauka	PPN; PPN *saqu; *tali 'receive'. PNP *kape. PCP *tari.; PPN; PPN *saqu; *tali 'receive'. PNP *kape. PCP *tari.; PPN; PPN *saqu; *tali 'receive'. PNP *kape. PCP *tari.; PPN; PPN *saqu; *tali 'receive'. PNP *kape. PCP *tari.; PPN; PPN *saqu; *tali 'receive'. PNP *kape. PCP *tari.
11	140	seize, grasp	*kapo; *hapo; *sapo; *puke; *lasu; *saru; *sopu; *kuku; *siko; *piki; *kape	PPN; PNP *apu; PPN; PNP *apu; PPN; PNP *apu; PPN; PNP *apu; PPN; PNP *apu; PPN; PNP *apu; PPN; PNP *apu; PPN; PNP *apu; PPN; PNP *apu; PPN; PNP *apu; PPN; PNP *apu
11	150	hold	*sapo; *sopu; *piki; *lafi; *lapi	PPN; 'Hold in hand' *kum-aki; *kum-i.; PPN; 'Hold in hand' *kum-aki; *kum-i.; PPN; 'Hold in hand' *kum-aki; *kum-i.; PPN; 'Hold in hand' *kum-aki; *kum-i.; PPN; 'Hold in hand' *kum-aki; *kum-i.
11	180	thing	*meqa; *meʔa; *me-a; *afa	PPN; PPN; PPN; PPN
11	210	give	*foo; *foaki; *hoo; *fo-aki; *soli; *qatu	PPN; *TO *ʔatu. PNP *soli; *ʔavatu, 'give away'. PCP *soli.; PPN; *TO *ʔatu. PNP *soli; *ʔavatu, 'give away'. PCP *soli.; PPN; *TO *ʔatu. PNP *soli; *ʔavatu, 'give away'. PCP *soli.; PPN; *TO *ʔatu. PNP *soli; *ʔavatu, 'give away'. PCP *soli.; PPN; *TO *ʔatu. PNP *soli; *ʔavatu, 'give away'. PCP *soli.; PPN; *TO *ʔatu. PNP *soli; *ʔavatu, 'give away'. PCP *soli.
11	270	destroy	*solo; *ofa	PPN; First ex.means 'crash, collapse'.; PPN; First ex.means 'crash, collapse'.
11	280	harm, injure, damage	*mafoa; *kaŋa	PPN; PEP kaŋa. PCP *mavoa'wounded'.; PPN; PEP kaŋa. PCP *mavoa'wounded'.
11	310	seek, look for	*kumi; *kmi; *uŋa; *sala	PPN; PSO *sala. PCP *cara.; PPN; PSO *sala. PCP *cara.; PPN; PSO *sala. PCP *cara.; PPN; PSO *sala. PCP *cara.
11	520	poor	*mativa; *matiwa; *wewe	PPN; PPN; PPN
11	530	beggar	*hu	PPN
