eat	past (perfect) indicativeالْمَاضِي			m			أُكِلْتُ‎	ʔukiltu		أُكِلْتَ‎	ʔukilta		أُكِلَ	ʔukila					أُكِلْتُمَا‎	ʔukiltumā		أُكِلَا‎	ʔukilā					أُكِلْنَا‎	ʔukilnā		أُكِلْتُمْ‎	ʔukiltum		أُكِلُوا‎	ʔukilū				
eat	past (perfect) indicativeالْمَاضِي			f			أُكِلْتُ‎	ʔukiltu		أُكِلْتِ‎	ʔukilti		أُكِلَتْ‎	ʔukilat					أُكِلْتُمَا‎	ʔukiltumā		أُكِلَتَا‎	ʔukilatā					أُكِلْنَا‎	ʔukilnā		أُكِلْتُنَّ‎	ʔukiltunna		أُكِلْنَ‎	ʔukilna				
eat	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			m			أُوكَلُ‎	ʔūkalu		تُؤْكَلُ‎	tuʔkalu		يُؤْكَلُ‎	yuʔkalu					تُؤْكَلَانِ‎	tuʔkalāni		يُؤْكَلَانِ‎	yuʔkalāni					نُؤْكَلُ‎	nuʔkalu		تُؤْكَلُونَ‎	tuʔkalūna		يُؤْكَلُونَ‎	yuʔkalūna				
eat	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			f			أُوكَلُ‎	ʔūkalu		تُؤْكَلِينَ‎	tuʔkalīna		تُؤْكَلُ‎	tuʔkalu					تُؤْكَلَانِ‎	tuʔkalāni		تُؤْكَلَانِ‎	tuʔkalāni					نُؤْكَلُ‎	nuʔkalu		تُؤْكَلْنَ‎	tuʔkalna		يُؤْكَلْنَ‎	yuʔkalna				
eat	subjunctiveالْمُضَارِع الْمَنْصُوب			m			أُوكَلَ‎	ʔūkala		تُؤْكَلَ‎	tuʔkala		يُؤْكَلَ‎	yuʔkala					تُؤْكَلَا‎	tuʔkalā		يُؤْكَلَا‎	yuʔkalā					نُؤْكَلَ‎	nuʔkala		تُؤْكَلُوا‎	tuʔkalū		يُؤْكَلُوا‎	yuʔkalū				
eat	subjunctiveالْمُضَارِع الْمَنْصُوب			f			أُوكَلَ‎	ʔūkala		تُؤْكَلِي‎	tuʔkalī		تُؤْكَلَ‎	tuʔkala					تُؤْكَلَا‎	tuʔkalā		تُؤْكَلَا‎	tuʔkalā					نُؤْكَلَ‎	nuʔkala		تُؤْكَلْنَ‎	tuʔkalna		يُؤْكَلْنَ‎	yuʔkalna				
eat	jussiveالْمُضَارِع الْمَجْزُوم			m			أُوكَلْ‎	ʔūkal		تُؤْكَلْ‎	tuʔkal		يُؤْكَلْ‎	yuʔkal					تُؤْكَلَا‎	tuʔkalā		يُؤْكَلَا‎	yuʔkalā					نُؤْكَلْ‎	nuʔkal		تُؤْكَلُوا‎	tuʔkalū		يُؤْكَلُوا‎	yuʔkalū				
eat	jussiveالْمُضَارِع الْمَجْزُوم			f			أُوكَلْ‎	ʔūkal		تُؤْكَلِي‎	tuʔkalī		تُؤْكَلْ‎	tuʔkal					تُؤْكَلَا‎	tuʔkalā		تُؤْكَلَا‎	tuʔkalā					نُؤْكَلْ‎	nuʔkal		تُؤْكَلْنَ‎	tuʔkalna		يُؤْكَلْنَ‎	yuʔkalna				
eat	verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		أَكَل	ʔakal	أَكَل	ʔakal	أَكَل	ʔakal	أَكَل	ʔakal	أَكَل	ʔakal	أَكَل	ʔakal	أَكَل	ʔakal
eat	active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		آكِل‎	ʔākil	آكِل‎	ʔākil	آكِل‎	ʔākil	آكِل‎	ʔākil	آكِل‎	ʔākil	آكِل‎	ʔākil	آكِل‎	ʔākil
eat	active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم			
eat					singularالْمُفْرَد		singularالْمُفْرَد		singularالْمُفْرَد				dualالْمُثَنَّى		dualالْمُثَنَّى				pluralالْجَمْع		pluralالْجَمْع		pluralالْجَمْع			
eat					1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب				2nd personالْمُخَاطَب		3rd personالْغَائِب				1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب			
eat	past (perfect) indicativeالْمَاضِي		m		أَكِلْتُ‎	ʔakiltu	أَكِلْتَ‎	ʔakilta	أَكِلَ	ʔakila			أَكِلْتُمَا‎	ʔakiltumā	أَكِلَا‎	ʔakilā			أَكِلْنَا‎	ʔakilnā	أَكِلْتُمْ‎	ʔakiltum	أَكِلُوا‎	ʔakilū		
eat	past (perfect) indicativeالْمَاضِي		f		أَكِلْتُ‎	ʔakiltu	أَكِلْتِ‎	ʔakilti	أَكِلَتْ‎	ʔakilat			أَكِلْتُمَا‎	ʔakiltumā	أَكِلَتَا‎	ʔakilatā			أَكِلْنَا‎	ʔakilnā	أَكِلْتُنَّ‎	ʔakiltunna	أَكِلْنَ‎	ʔakilna		
eat	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		m		آكَلُ‎	ʔākalu	تَأْكَلُ‎	taʔkalu	يَأْكَلُ‎	yaʔkalu			تَأْكَلَانِ‎	taʔkalāni	يَأْكَلَانِ‎	yaʔkalāni			نَأْكَلُ‎	naʔkalu	تَأْكَلُونَ‎	taʔkalūna	يَأْكَلُونَ‎	yaʔkalūna		
eat	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		f		آكَلُ‎	ʔākalu	تَأْكَلِينَ‎	taʔkalīna	تَأْكَلُ‎	taʔkalu			تَأْكَلَانِ‎	taʔkalāni	تَأْكَلَانِ‎	taʔkalāni			نَأْكَلُ‎	naʔkalu	تَأْكَلْنَ‎	taʔkalna	يَأْكَلْنَ‎	yaʔkalna		
eat	subjunctiveالْمُضَارِع الْمَنْصُوب		m		آكَلَ‎	ʔākala	تَأْكَلَ‎	taʔkala	يَأْكَلَ‎	yaʔkala			تَأْكَلَا‎	taʔkalā	يَأْكَلَا‎	yaʔkalā			نَأْكَلَ‎	naʔkala	تَأْكَلُوا‎	taʔkalū	يَأْكَلُوا‎	yaʔkalū		
eat	subjunctiveالْمُضَارِع الْمَنْصُوب		f		آكَلَ‎	ʔākala	تَأْكَلِي‎	taʔkalī	تَأْكَلَ‎	taʔkala			تَأْكَلَا‎	taʔkalā	تَأْكَلَا‎	taʔkalā			نَأْكَلَ‎	naʔkala	تَأْكَلْنَ‎	taʔkalna	يَأْكَلْنَ‎	yaʔkalna		
eat	jussiveالْمُضَارِع الْمَجْزُوم		m		آكَلْ‎	ʔākal	تَأْكَلْ‎	taʔkal	يَأْكَلْ‎	yaʔkal			تَأْكَلَا‎	taʔkalā	يَأْكَلَا‎	yaʔkalā			نَأْكَلْ‎	naʔkal	تَأْكَلُوا‎	taʔkalū	يَأْكَلُوا‎	yaʔkalū		
eat	jussiveالْمُضَارِع الْمَجْزُوم		f		آكَلْ‎	ʔākal	تَأْكَلِي‎	taʔkalī	تَأْكَلْ‎	taʔkal			تَأْكَلَا‎	taʔkalā	تَأْكَلَا‎	taʔkalā			نَأْكَلْ‎	naʔkal	تَأْكَلْنَ‎	taʔkalna	يَأْكَلْنَ‎	yaʔkalna		
eat	imperativeالْأَمْر		m				كَلْ‎	kal					كَلَا‎	kalā							كَلُوا‎	kalū				
eat	imperativeالْأَمْر		f				كَلِي‎	kalī					كَلَا‎	kalā							كَلْنَ‎	kalna				
eat	verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		تَأْكِيل‎	taʔkīl	تَأْكِيل‎	taʔkīl	تَأْكِيل‎	taʔkīl	تَأْكِيل‎	taʔkīl	تَأْكِيل‎	taʔkīl	تَأْكِيل‎	taʔkīl	تَأْكِيل‎	taʔkīl
eat	active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		مُؤَكِّل‎	muʔakkil	مُؤَكِّل‎	muʔakkil	مُؤَكِّل‎	muʔakkil	مُؤَكِّل‎	muʔakkil	مُؤَكِّل‎	muʔakkil	مُؤَكِّل‎	muʔakkil	مُؤَكِّل‎	muʔakkil
eat	passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		مُؤَكَّل‎	muʔakkal	مُؤَكَّل‎	muʔakkal	مُؤَكَّل‎	muʔakkal	مُؤَكَّل‎	muʔakkal	مُؤَكَّل‎	muʔakkal	مُؤَكَّل‎	muʔakkal	مُؤَكَّل‎	muʔakkal
eat	active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم			
eat					singularالْمُفْرَد		singularالْمُفْرَد		singularالْمُفْرَد				dualالْمُثَنَّى		dualالْمُثَنَّى				pluralالْجَمْع		pluralالْجَمْع		pluralالْجَمْع			
eat					1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب				2nd personالْمُخَاطَب		3rd personالْغَائِب				1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب			
eat	past (perfect) indicativeالْمَاضِي		m		أَكَّلْتُ‎	ʔakkaltu	أَكَّلْتَ‎	ʔakkalta	أَكَّلَ	ʔakkala			أَكَّلْتُمَا‎	ʔakkaltumā	أَكَّلَا‎	ʔakkalā			أَكَّلْنَا‎	ʔakkalnā	أَكَّلْتُمْ‎	ʔakkaltum	أَكَّلُوا‎	ʔakkalū		
eat	past (perfect) indicativeالْمَاضِي		f		أَكَّلْتُ‎	ʔakkaltu	أَكَّلْتِ‎	ʔakkalti	أَكَّلَتْ‎	ʔakkalat			أَكَّلْتُمَا‎	ʔakkaltumā	أَكَّلَتَا‎	ʔakkalatā			أَكَّلْنَا‎	ʔakkalnā	أَكَّلْتُنَّ‎	ʔakkaltunna	أَكَّلْنَ‎	ʔakkalna		
eat	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		m		أُؤَكِّلُ‎	ʔuʔakkilu	تُؤَكِّلُ‎	tuʔakkilu	يُؤَكِّلُ‎	yuʔakkilu			تُؤَكِّلَانِ‎	tuʔakkilāni	يُؤَكِّلَانِ‎	yuʔakkilāni			نُؤَكِّلُ‎	nuʔakkilu	تُؤَكِّلُونَ‎	tuʔakkilūna	يُؤَكِّلُونَ‎	yuʔakkilūna		
eat	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		f		أُؤَكِّلُ‎	ʔuʔakkilu	تُؤَكِّلِينَ‎	tuʔakkilīna	تُؤَكِّلُ‎	tuʔakkilu			تُؤَكِّلَانِ‎	tuʔakkilāni	تُؤَكِّلَانِ‎	tuʔakkilāni			نُؤَكِّلُ‎	nuʔakkilu	تُؤَكِّلْنَ‎	tuʔakkilna	يُؤَكِّلْنَ‎	yuʔakkilna		
eat	subjunctiveالْمُضَارِع الْمَنْصُوب		m		أُؤَكِّلَ‎	ʔuʔakkila	تُؤَكِّلَ‎	tuʔakkila	يُؤَكِّلَ‎	yuʔakkila			تُؤَكِّلَا‎	tuʔakkilā	يُؤَكِّلَا‎	yuʔakkilā			نُؤَكِّلَ‎	nuʔakkila	تُؤَكِّلُوا‎	tuʔakkilū	يُؤَكِّلُوا‎	yuʔakkilū		
eat	subjunctiveالْمُضَارِع الْمَنْصُوب		f		أُؤَكِّلَ‎	ʔuʔakkila	تُؤَكِّلِي‎	tuʔakkilī	تُؤَكِّلَ‎	tuʔakkila			تُؤَكِّلَا‎	tuʔakkilā	تُؤَكِّلَا‎	tuʔakkilā			نُؤَكِّلَ‎	nuʔakkila	تُؤَكِّلْنَ‎	tuʔakkilna	يُؤَكِّلْنَ‎	yuʔakkilna		
eat	jussiveالْمُضَارِع الْمَجْزُوم		m		أُؤَكِّلْ‎	ʔuʔakkil	تُؤَكِّلْ‎	tuʔakkil	يُؤَكِّلْ‎	yuʔakkil			تُؤَكِّلَا‎	tuʔakkilā	يُؤَكِّلَا‎	yuʔakkilā			نُؤَكِّلْ‎	nuʔakkil	تُؤَكِّلُوا‎	tuʔakkilū	يُؤَكِّلُوا‎	yuʔakkilū		
eat	jussiveالْمُضَارِع الْمَجْزُوم		f		أُؤَكِّلْ‎	ʔuʔakkil	تُؤَكِّلِي‎	tuʔakkilī	تُؤَكِّلْ‎	tuʔakkil			تُؤَكِّلَا‎	tuʔakkilā	تُؤَكِّلَا‎	tuʔakkilā			نُؤَكِّلْ‎	nuʔakkil	تُؤَكِّلْنَ‎	tuʔakkilna	يُؤَكِّلْنَ‎	yuʔakkilna		
eat	imperativeالْأَمْر		m				أَكِّلْ	ʔakkil					أَكِّلَا‎	ʔakkilā							أَكِّلُوا‎	ʔakkilū				
eat	imperativeالْأَمْر		f				أَكِّلِي‎	ʔakkilī					أَكِّلَا‎	ʔakkilā							أَكِّلْنَ‎	ʔakkilna				
eat	passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول			
eat					singularالْمُفْرَد		singularالْمُفْرَد		singularالْمُفْرَد				dualالْمُثَنَّى		dualالْمُثَنَّى				pluralالْجَمْع		pluralالْجَمْع		pluralالْجَمْع			
eat					1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب				2nd personالْمُخَاطَب		3rd personالْغَائِب				1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب			
eat	past (perfect) indicativeالْمَاضِي		m		أُكِّلْتُ‎	ʔukkiltu	أُكِّلْتَ‎	ʔukkilta	أُكِّلَ	ʔukkila			أُكِّلْتُمَا‎	ʔukkiltumā	أُكِّلَا‎	ʔukkilā			أُكِّلْنَا‎	ʔukkilnā	أُكِّلْتُمْ‎	ʔukkiltum	أُكِّلُوا‎	ʔukkilū		
eat	past (perfect) indicativeالْمَاضِي		f		أُكِّلْتُ‎	ʔukkiltu	أُكِّلْتِ‎	ʔukkilti	أُكِّلَتْ‎	ʔukkilat			أُكِّلْتُمَا‎	ʔukkiltumā	أُكِّلَتَا‎	ʔukkilatā			أُكِّلْنَا‎	ʔukkilnā	أُكِّلْتُنَّ‎	ʔukkiltunna	أُكِّلْنَ‎	ʔukkilna		
eat	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		m		أُؤَكَّلُ‎	ʔuʔakkalu	تُؤَكَّلُ‎	tuʔakkalu	يُؤَكَّلُ‎	yuʔakkalu			تُؤَكَّلَانِ‎	tuʔakkalāni	يُؤَكَّلَانِ‎	yuʔakkalāni			نُؤَكَّلُ‎	nuʔakkalu	تُؤَكَّلُونَ‎	tuʔakkalūna	يُؤَكَّلُونَ‎	yuʔakkalūna		
eat	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		f		أُؤَكَّلُ‎	ʔuʔakkalu	تُؤَكَّلِينَ‎	tuʔakkalīna	تُؤَكَّلُ‎	tuʔakkalu			تُؤَكَّلَانِ‎	tuʔakkalāni	تُؤَكَّلَانِ‎	tuʔakkalāni			نُؤَكَّلُ‎	nuʔakkalu	تُؤَكَّلْنَ‎	tuʔakkalna	يُؤَكَّلْنَ‎	yuʔakkalna		
eat	subjunctiveالْمُضَارِع الْمَنْصُوب		m		أُؤَكَّلَ‎	ʔuʔakkala	تُؤَكَّلَ‎	tuʔakkala	يُؤَكَّلَ‎	yuʔakkala			تُؤَكَّلَا‎	tuʔakkalā	يُؤَكَّلَا‎	yuʔakkalā			نُؤَكَّلَ‎	nuʔakkala	تُؤَكَّلُوا‎	tuʔakkalū	يُؤَكَّلُوا‎	yuʔakkalū		
eat	subjunctiveالْمُضَارِع الْمَنْصُوب		f		أُؤَكَّلَ‎	ʔuʔakkala	تُؤَكَّلِي‎	tuʔakkalī	تُؤَكَّلَ‎	tuʔakkala			تُؤَكَّلَا‎	tuʔakkalā	تُؤَكَّلَا‎	tuʔakkalā			نُؤَكَّلَ‎	nuʔakkala	تُؤَكَّلْنَ‎	tuʔakkalna	يُؤَكَّلْنَ‎	yuʔakkalna		
